edges,label
"(9906064, 12064)",1
"(11001, 4102)",1
"(9605114, 105183)",1
"(9403069, 12115)",1
"(9909108, 9905032)",1
"(9511194, 101087)",1
"(2117, 1201)",1
"(108142, 3037)",1
"(9910090, 1192)",1
"(9703217, 10122)",1
"(9603142, 111291)",1
"(9704151, 105014)",1
"(9910228, 107081)",1
"(9906225, 8072)",1
"(9806051, 110036)",1
"(12186, 10124)",1
"(9909202, 11251)",1
"(108131, 1083)",1
"(9503124, 110274)",1
"(9601029, 110108)",1
"(9810251, 8084)",1
"(9801205, 5093)",1
"(10108, 10028)",1
"(9310188, 8071)",1
"(109025, 5090)",1
"(9912204, 112174)",1
"(109146, 107055)",1
"(107106, 104139)",1
"(110119, 102076)",1
"(9802109, 106255)",1
"(9905032, 103090)",1
"(9810006, 8200)",1
"(11175, 5147)",1
"(9806042, 4090)",1
"(109160, 4076)",1
"(112186, 5015)",1
"(9909202, 10221)",1
"(9906200, 101135)",1
"(9903225, 106228)",1
"(9601038, 103047)",1
"(9812144, 105176)",1
"(9909108, 106267)",1
"(9506136, 2213)",1
"(12248, 8184)",0
"(9908169, 10292)",1
"(9711172, 12220)",1
"(9910053, 105263)",1
"(102085, 7226)",1
"(9204099, 4077)",1
"(9901122, 105038)",1
"(9805141, 7012)",1
"(9907079, 12139)",1
"(105154, 10060)",1
"(9809015, 11016)",1
"(9404031, 7042)",1
"(9711200, 106099)",1
"(9704108, 101088)",1
"(9806074, 1055)",1
"(102066, 9233)",1
"(12248, 6192)",1
"(9908134, 11125)",1
"(9807064, 9061)",1
"(106234, 7100)",1
"(9612128, 11098)",1
"(9302076, 8072)",1
"(9901080, 9233)",1
"(9702187, 10115)",1
"(10223, 8194)",1
"(9709151, 109142)",1
"(9206049, 109022)",1
"(7171, 7100)",1
"(9911041, 107115)",1
"(9901080, 10028)",1
"(111128, 108245)",1
"(108172, 8151)",1
"(9602156, 9110)",1
"(9904129, 7106)",1
"(9802042, 110034)",1
"(9901086, 4041)",1
"(104050, 103003)",1
"(9912165, 105166)",1
"(10091, 9135)",1
"(107018, 12064)",1
"(9907027, 110021)",1
"(9602070, 7223)",1
"(9908088, 12158)",1
"(9905210, 2132)",1
"(9409188, 5153)",1
"(9911081, 10179)",1
"(9610148, 101090)",1
"(9602043, 6052)",1
"(9511071, 7207)",1
"(9703159, 6188)",1
"(109121, 10006)",1
"(9312059, 110032)",1
"(9609017, 104100)",1
"(9712191, 101025)",1
"(9908076, 1033)",1
"(112012, 7124)",1
"(9409188, 105265)",1
"(9402113, 3101)",1
"(110112, 11075)",0
"(9302023, 103013)",1
"(9902069, 108208)",1
"(9608055, 109017)",0
"(9912012, 3151)",1
"(9407087, 107114)",1
"(9701125, 10116)",1
"(9704147, 9234)",1
"(9906214, 9215)",1
"(112199, 105062)",1
"(9604174, 9409161)",0
"(10101, 9002)",1
"(9903077, 11080)",1
"(9511194, 11251)",1
"(9512219, 10207)",1
"(9802150, 106114)",1
"(9609239, 5008)",1
"(9908056, 104169)",1
"(9410052, 7170)",1
"(9907163, 11127)",1
"(102085, 2237)",1
"(109015, 106048)",1
"(10113, 8118)",1
"(9912090, 3219)",1
"(9908142, 12268)",1
"(9808149, 107111)",1
"(7136, 2096)",1
"(9511164, 110109)",1
"(9711162, 2236)",1
"(9808141, 4198)",1
"(9402077, 2034)",1
"(9610107, 2094)",1
"(9403040, 107081)",1
"(9605136, 3168)",1
"(9903113, 1083)",1
"(9504097, 10118)",1
"(10204, 8075)",1
"(105317, 6233)",1
"(9904013, 5213)",1
"(107199, 11125)",1
"(12009, 5048)",1
"(9903077, 9009)",1
"(105253, 103165)",1
"(9612223, 2166)",1
"(9604030, 10255)",1
"(9912288, 9802109)",1
"(110271, 105032)",1
"(106120, 12143)",1
"(9205015, 101100)",1
"(9402006, 108183)",1
"(107046, 102112)",1
"(105155, 7090)",1
"(103124, 11125)",1
"(9607078, 109155)",1
"(102122, 11017)",1
"(101151, 6181)",1
"(108229, 4196)",1
"(112169, 8101)",1
"(9510135, 5145)",1
"(9803214, 9199)",1
"(9808101, 110036)",1
"(9812219, 12024)",1
"(9210010, 3111)",1
"(9912186, 9907209)",1
"(105139, 101016)",1
"(9512219, 3233)",1
"(105292, 4088)",1
"(9910222, 101120)",1
"(9512078, 7145)",1
"(103116, 8001)",1
"(109130, 105221)",1
"(9812135, 10007)",1
"(9810126, 1082)",1
"(112192, 8112)",1
"(9902098, 107180)",1
"(9611173, 104236)",1
"(112005, 105045)",1
"(9910215, 9506167)",1
"(9805157, 12221)",1
"(106242, 102085)",1
"(12041, 4196)",1
"(9608169, 12141)",1
"(9207016, 110206)",1
"(108043, 3122)",1
"(9909053, 12165)",1
"(9810206, 9159)",1
"(112198, 111180)",1
"(7050, 3180)",1
"(9802109, 2183)",1
"(9409089, 101076)",1
"(9908189, 6070)",1
"(9908040, 110200)",1
"(9711203, 103136)",1
"(9601029, 5003)",1
"(9511222, 106055)",1
"(9302117, 9218)",1
"(9611152, 110055)",1
"(9906201, 4040)",1
"(10240, 6240)",1
"(9409068, 108021)",1
"(111038, 5005)",1
"(9909064, 102106)",1
"(105008, 102166)",1
"(103152, 103136)",1
"(9301060, 107104)",1
"(101126, 2107)",1
"(9507158, 108080)",1
"(7160, 5101)",1
"(9710206, 5244)",1
"(9906235, 9508143)",1
"(9301115, 111033)",1
"(9407025, 111128)",1
"(110031, 10252)",1
"(9701125, 108161)",1
"(104226, 12165)",1
"(9811004, 7173)",1
"(9309002, 111270)",1
"(9605184, 3152)",1
"(9808141, 6223)",1
"(104056, 101119)",1
"(9905221, 3190)",1
"(9705032, 10107)",1
"(105272, 9148)",1
"(9605096, 103222)",1
"(109200, 1053)",1
"(9906235, 9304047)",1
"(9911169, 101069)",1
"(9808101, 108094)",1
"(9311187, 9510025)",0
"(9604035, 1018)",1
"(9701091, 112125)",1
"(111128, 110232)",1
"(9909178, 102031)",1
"(9906070, 105194)",1
"(9806194, 12234)",1
"(9611213, 8087)",1
"(9907145, 4072)",1
"(9212151, 12248)",0
"(9906036, 9202011)",1
"(9709220, 101219)",1
"(105269, 1206)",1
"(9902118, 110086)",1
"(9908142, 108095)",1
"(9707170, 8241)",1
"(9912060, 12165)",1
"(9602113, 9508102)",0
"(9411135, 7194)",1
"(9910170, 12079)",1
"(5031, 3160)",1
"(9408144, 11294)",0
"(9210119, 1119)",1
"(9702155, 8194)",1
"(9612115, 3093)",1
"(9605014, 8128)",0
"(9906235, 9605187)",1
"(9911055, 106019)",1
"(9210017, 12219)",1
"(9511117, 106082)",1
"(9711200, 4009)",1
"(112100, 3287)",0
"(9708122, 101115)",1
"(9907100, 7018)",1
"(9810218, 10185)",0
"(9604042, 3075)",1
"(9805170, 9002)",1
"(9903031, 1044)",1
"(9802109, 1065)",1
"(106120, 1101)",1
"(106037, 101061)",1
"(111225, 103171)",1
"(9312001, 103178)",1
"(9710142, 8169)",1
"(9903210, 3251)",1
"(9207091, 4077)",1
"(9606143, 7013)",1
"(102169, 6198)",1
"(7170, 2244)",1
"(106048, 8042)",1
"(9912121, 103021)",1
"(103179, 102076)",1
"(9910219, 12246)",1
"(106067, 106050)",1
"(9117, 3237)",1
"(12255, 8079)",1
"(9308122, 3298)",1
"(9210010, 101116)",1
"(9901079, 105171)",1
"(9611175, 108167)",1
"(6107, 1178)",1
"(9410193, 11075)",0
"(9912230, 9509166)",1
"(106201, 9246)",1
"(9803249, 106189)",1
"(9501024, 11043)",1
"(9908141, 1047)",1
"(4117, 1071)",1
"(9802185, 101147)",1
"(9802203, 11044)",1
"(9501068, 103115)",1
"(9910046, 106060)",1
"(9705062, 9902124)",0
"(9609086, 112206)",1
"(9408109, 109009)",1
"(9505172, 106230)",1
"(9912060, 4133)",1
"(4085, 3227)",1
"(105059, 101014)",1
"(9911193, 8119)",1
"(9802127, 11019)",1
"(9909053, 12102)",1
"(9905157, 9189)",1
"(9811186, 6065)",1
"(9712231, 12067)",1
"(9710098, 5186)",1
"(12179, 9103)",1
"(9702155, 110163)",1
"(8058, 5179)",1
"(9412078, 11208)",1
"(9711200, 106078)",1
"(9905111, 2192)",1
"(9706110, 112040)",1
"(9810126, 6043)",1
"(9167, 4111)",1
"(9207, 5066)",1
"(9912030, 9706117)",1
"(2176, 1024)",1
"(101014, 10108)",1
"(9912165, 9904129)",1
"(9908060, 3226)",1
"(9702187, 5111)",1
"(9707087, 2191)",1
"(9802074, 5269)",1
"(9803043, 7123)",1
"(101040, 11037)",1
"(9606181, 3170)",1
"(9903123, 7012)",1
"(10286, 4124)",1
"(8079, 6203)",1
"(9909110, 107189)",1
"(9805069, 5015)",1
"(9911237, 106081)",1
"(9206112, 109212)",1
"(9902113, 6234)",1
"(9607090, 107196)",1
"(9909215, 10256)",1
"(9803214, 5067)",1
"(106121, 12218)",1
"(9903107, 4085)",1
"(103151, 3299)",1
"(9604044, 5027)",1
"(9511222, 7170)",1
"(9805112, 3136)",1
"(9909095, 8125)",1
"(9912164, 1113)",1
"(12011, 4201)",1
"(111221, 6117)",1
"(9306145, 110133)",1
"(10163, 5239)",1
"(9808149, 12192)",1
"(9810072, 108154)",1
"(9212, 3237)",1
"(9507048, 111284)",1
"(9609006, 11176)",1
"(9610043, 1047)",1
"(9908142, 107022)",1
"(9507121, 7170)",1
"(9506035, 7228)",1
"(104201, 2161)",1
"(9912250, 11044)",1
"(9711200, 2106)",1
"(9803002, 109217)",1
"(9508102, 1087)",0
"(9805104, 4131)",1
"(9252, 8033)",1
"(9604025, 6143)",1
"(9904109, 1024)",1
"(112221, 5247)",1
"(9105, 5036)",1
"(108113, 104168)",1
"(112198, 101011)",1
"(9312158, 103186)",1
"(111048, 103067)",1
"(9701128, 4048)",1
"(111025, 108131)",1
"(9902008, 9207015)",1
"(9805154, 2184)",1
"(109039, 12195)",1
"(9809023, 6170)",1
"(105252, 3057)",1
"(9903031, 2037)",1
"(102044, 6246)",1
"(9306013, 106193)",1
"(9907039, 103252)",1
"(9606165, 104026)",1
"(103115, 11089)",1
"(9706082, 103163)",1
"(9706204, 7202)",1
"(9709182, 6220)",1
"(9605099, 7187)",1
"(108172, 103111)",1
"(9805093, 112097)",1
"(9606138, 4189)",1
"(9510209, 5091)",1
"(9512062, 5095)",1
"(9702154, 4092)",1
"(9305128, 7073)",1
"(9503124, 112005)",1
"(9706110, 12079)",1
"(9603195, 9202)",1
"(9903048, 107032)",1
"(111055, 4039)",1
"(111110, 107039)",1
"(10275, 5208)",1
"(108128, 3208)",1
"(9903249, 8143)",1
"(9912106, 111027)",1
"(9906142, 2030)",1
"(9204099, 105183)",1
"(9712053, 111211)",1
"(105102, 12104)",1
"(9607060, 9106)",1
"(110046, 6091)",1
"(12058, 9055)",1
"(9506109, 7076)",1
"(9512130, 7049)",1
"(9909053, 12129)",1
"(9909130, 7044)",1
"(9912238, 10220)",1
"(9910132, 6093)",1
"(9711165, 106178)",1
"(112050, 9021)",1
"(9910105, 9803083)",1
"(9711200, 101073)",1
"(9138, 1012)",1
"(6160, 1206)",1
"(9908160, 105048)",1
"(9308106, 5189)",1
"(9910246, 12251)",0
"(106005, 9242)",1
"(9204033, 102189)",0
"(9905227, 101194)",1
"(9812012, 2165)",1
"(9911148, 9807169)",1
"(110143, 107025)",1
"(9910091, 3007)",1
"(108182, 10274)",1
"(9510161, 4198)",1
"(9802068, 11095)",1
"(9912227, 9906142)",1
"(9506121, 104102)",1
"(108096, 12155)",1
"(111279, 106282)",1
"(9503124, 7253)",1
"(9611072, 1088)",1
"(9808036, 5050)",0
"(9803038, 8006)",1
"(9806199, 104059)",1
"(9907177, 10069)",1
"(9910172, 7075)",1
"(9707253, 105236)",1
"(9603097, 10279)",1
"(9912135, 7177)",1
"(9802150, 105137)",1
"(9407087, 8175)",1
"(9410230, 105308)",1
"(9705163, 107143)",1
"(9207094, 102122)",1
"(9805070, 112043)",1
"(9803067, 12024)",1
"(9204033, 104055)",0
"(9710116, 101114)",1
"(101026, 7062)",1
"(9706175, 5072)",1
"(9712063, 104068)",1
"(9911169, 2067)",1
"(9805019, 2074)",1
"(9805097, 8051)",1
"(110263, 101074)",1
"(112133, 112132)",1
"(9803015, 103047)",1
"(9608055, 9705062)",0
"(9711154, 112244)",0
"(9807161, 102132)",1
"(9802012, 107153)",1
"(112169, 3031)",1
"(12202, 3015)",0
"(9160, 3052)",1
"(110204, 110136)",1
"(9808101, 106285)",1
"(107134, 106151)",1
"(9909209, 9710205)",1
"(101219, 3037)",1
"(9906064, 8151)",1
"(9503182, 2060)",1
"(12183, 11283)",1
"(9912073, 9905111)",1
"(9705062, 9403005)",0
"(9901063, 104221)",1
"(9206007, 11132)",1
"(112128, 105212)",1
"(9802196, 2034)",1
"(110269, 107198)",1
"(9811141, 107232)",1
"(9712059, 110069)",1
"(11226, 8033)",1
"(9910053, 110172)",1
"(9912027, 103106)",1
"(9507158, 3280)",1
"(9404125, 105054)",0
"(9809100, 105139)",1
"(9603167, 104259)",1
"(109095, 12009)",1
"(112137, 1113)",1
"(9503124, 101085)",1
"(101143, 3025)",1
"(9910115, 9407190)",1
"(9507046, 12023)",1
"(110031, 102077)",1
"(111080, 102099)",1
"(9801073, 6054)",1
"(106048, 6119)",1
"(9206003, 109212)",1
"(105068, 4125)",1
"(105256, 101099)",1
"(11029, 10108)",1
"(105096, 11256)",1
"(9809111, 2074)",1
"(9912037, 101228)",1
"(9503121, 7191)",1
"(9707080, 11050)",1
"(9209032, 110178)",1
"(9810098, 8071)",1
"(106046, 8052)",1
"(108113, 9147)",1
"(9910077, 4199)",1
"(9707061, 12199)",1
"(9809209, 109148)",1
"(9807184, 9410193)",0
"(9310188, 111261)",1
"(9712028, 105101)",1
"(9303143, 106002)",1
"(9910079, 112116)",1
"(9605170, 110063)",1
"(12117, 5065)",1
"(9611213, 5017)",1
"(9410141, 108031)",1
"(9905218, 7228)",1
"(9711200, 104071)",1
"(103187, 11182)",1
"(9912250, 9807033)",1
"(9403005, 12148)",0
"(105307, 102076)",1
"(9909215, 11236)",1
"(9505128, 5041)",1
"(9708129, 7061)",1
"(9201004, 109051)",1
"(9911085, 111005)",1
"(9604163, 1070)",1
"(105250, 105019)",1
"(9908142, 104021)",1
"(9802150, 2098)",1
"(9802109, 106200)",1
"(108230, 107166)",1
"(9907209, 8190)",1
"(9902005, 8031)",1
"(9804160, 7110)",1
"(9311177, 103220)",1
"(103102, 9103)",1
"(9901159, 10010)",1
"(9812089, 5213)",1
"(105312, 3031)",1
"(9611159, 106212)",1
"(9809182, 11013)",1
"(9812219, 3215)",1
"(9910058, 9709100)",1
"(104171, 5119)",1
"(9510151, 10135)",1
"(105257, 104217)",1
"(9911161, 107180)",1
"(9709021, 105010)",1
"(9811139, 1066)",1
"(9610223, 12130)",1
"(3176, 1182)",1
"(9706078, 105121)",1
"(105179, 103026)",1
"(9908141, 8042)",1
"(9802042, 2116)",1
"(105225, 7191)",1
"(9801182, 3122)",1
"(9602070, 106241)",1
"(9808038, 7048)",1
"(9507121, 102202)",1
"(9203057, 3073)",1
"(9609040, 103195)",1
"(9710212, 9133)",1
"(9809130, 104112)",1
"(9810252, 9308067)",0
"(9804177, 12023)",1
"(7243, 1025)",1
"(9608055, 9810218)",0
"(9708062, 2011)",1
"(9908142, 104232)",1
"(9409061, 3050)",0
"(9911011, 7213)",1
"(9607180, 9910246)",0
"(9905179, 5134)",1
"(9910183, 110086)",1
"(9805205, 10248)",1
"(9304141, 8071)",1
"(9802202, 110036)",1
"(9303172, 2155)",1
"(9307158, 110168)",1
"(8054, 6215)",1
"(9810152, 111062)",1
"(9910001, 108006)",1
"(109092, 102172)",1
"(7160, 5194)",1
"(103196, 3012)",1
"(10240, 10060)",1
"(9304096, 4172)",1
"(8230, 3263)",1
"(9610041, 2102)",1
"(9301046, 103055)",1
"(9707073, 107023)",1
"(9905183, 10248)",1
"(9909109, 103220)",1
"(9904196, 1109)",1
"(105102, 103136)",1
"(7247, 5031)",1
"(9904002, 111261)",1
"(9711165, 108007)",1
"(9912242, 1018)",1
"(9906064, 101091)",1
"(9505105, 7236)",1
"(9604089, 5072)",1
"(9609071, 8209)",1
"(9910170, 1025)",1
"(9904199, 12144)",1
"(9908036, 3110)",1
"(9809068, 105164)",1
"(9608117, 109162)",1
"(9611050, 8068)",1
"(111221, 108017)",1
"(9911055, 10093)",1
"(9912263, 11070)",1
"(9907166, 4085)",1
"(9810072, 1213)",1
"(107176, 1159)",1
"(9805070, 12183)",1
"(9910093, 5217)",1
"(108084, 104208)",1
"(9311012, 5061)",1
"(9712028, 12156)",1
"(9912293, 10122)",1
"(9705007, 11103)",1
"(9909176, 11029)",1
"(12116, 4166)",1
"(9909061, 9708008)",1
"(9705221, 102006)",1
"(106128, 9176)",1
"(111129, 105184)",1
"(9908142, 6023)",1
"(110031, 109213)",1
"(9511030, 1189)",1
"(9411132, 11075)",0
"(9507117, 5238)",0
"(9611072, 9131)",1
"(9911215, 9812187)",1
"(9707223, 103239)",1
"(9812035, 11166)",1
"(9706110, 2222)",1
"(102185, 101096)",1
"(9908169, 111165)",1
"(106120, 105017)",1
"(111245, 3037)",1
"(9811030, 101201)",1
"(9703166, 3219)",1
"(12251, 11238)",1
"(9201007, 109087)",1
"(9504046, 108101)",0
"(9808075, 101096)",1
"(9507160, 4068)",1
"(9601115, 105121)",1
"(9910149, 7120)",1
"(9201039, 104138)",1
"(101135, 3242)",1
"(9909068, 9096)",1
"(9507045, 107239)",1
"(9908142, 104167)",1
"(7090, 3185)",1
"(7209, 7120)",1
"(9602022, 12172)",1
"(11086, 7191)",1
"(9808088, 1204)",1
"(6236, 5026)",1
"(9705186, 11154)",1
"(9710208, 106190)",1
"(9309097, 9042)",1
"(103223, 11089)",1
"(111017, 2160)",1
"(9704080, 109217)",1
"(108082, 12215)",1
"(9909081, 109162)",1
"(9912133, 9608054)",1
"(9902074, 9156)",1
"(9908040, 109091)",1
"(107057, 106061)",1
"(9911116, 105076)",1
"(9604055, 4195)",1
"(9910149, 4067)",1
"(9611042, 11175)",1
"(9710009, 11122)",1
"(111212, 109019)",1
"(9907070, 5185)",1
"(108120, 106040)",1
"(9912186, 12033)",1
"(9603133, 2174)",1
"(7029, 2121)",1
"(10256, 10016)",1
"(9612080, 104209)",1
"(9709108, 112043)",1
"(103106, 3197)",1
"(9604111, 103228)",1
"(108220, 9054)",1
"(105098, 12081)",1
"(9802068, 5199)",1
"(109037, 103194)",1
"(9711200, 10010)",1
"(9510117, 6054)",1
"(9812240, 102043)",1
"(108215, 4160)",1
"(6043, 2126)",1
"(9804110, 1212)",1
"(104173, 5091)",1
"(9708141, 11148)",1
"(9711154, 103062)",0
"(12080, 10028)",1
"(9711178, 2013)",1
"(103168, 8042)",1
"(106189, 102007)",1
"(9910058, 9610012)",1
"(9511106, 108111)",1
"(102210, 12033)",1
"(12025, 10191)",1
"(9511134, 108008)",1
"(107215, 5048)",1
"(9612181, 11257)",1
"(9301046, 8200)",1
"(105257, 2158)",1
"(10237, 8088)",1
"(9810252, 5050)",0
"(9902040, 4107)",1
"(9911055, 102207)",1
"(11283, 10198)",1
"(5066, 1206)",1
"(9911098, 7131)",1
"(9704131, 102110)",1
"(107179, 104055)",0
"(9910190, 12144)",1
"(9809113, 1214)",1
"(9803205, 107041)",1
"(9909068, 103064)",1
"(9503124, 111046)",1
"(8019, 7022)",1
"(9706017, 102024)",1
"(9808031, 101171)",1
"(9802109, 3100)",1
"(12241, 10214)",1
"(9302040, 107038)",1
"(9603142, 102046)",1
"(9610043, 103156)",1
"(9812135, 5006)",1
"(104232, 11131)",1
"(110062, 109122)",1
"(9311187, 9407079)",0
"(4183, 1215)",1
"(9911015, 4101)",1
"(9809022, 12135)",1
"(9607222, 9303132)",0
"(9602064, 104031)",1
"(4147, 2101)",1
"(12225, 10204)",1
"(9204099, 101194)",1
"(11192, 8230)",1
"(9602070, 9202)",1
"(9504046, 9309096)",0
"(104224, 10220)",1
"(9204099, 107132)",1
"(9907027, 106133)",1
"(104176, 12080)",1
"(9811167, 112132)",1
"(9704151, 7158)",1
"(9211130, 101151)",1
"(104177, 104150)",1
"(9904202, 1046)",1
"(9611203, 101126)",1
"(104133, 12143)",1
"(9912059, 8239)",1
"(9911034, 9708073)",1
"(9610219, 6092)",1
"(9902115, 12254)",1
"(9905006, 108178)",1
"(111151, 108085)",1
"(9904184, 107140)",1
"(9602114, 11048)",1
"(9910017, 9812238)",1
"(102035, 11230)",1
"(5217, 2160)",1
"(9711197, 10286)",1
"(110232, 108120)",1
"(9909094, 6218)",1
"(5169, 5152)",1
"(9903242, 112109)",1
"(1087, 2123)",0
"(9811117, 3296)",1
"(109068, 104035)",1
"(9603142, 103248)",1
"(110232, 107177)",1
"(111094, 102076)",1
"(9703101, 5049)",1
"(9807235, 2103)",1
"(11146, 4142)",1
"(9502049, 8006)",1
"(9903110, 109149)",1
"(9707184, 102159)",1
"(9038, 8252)",1
"(9807203, 103011)",1
"(112207, 12110)",1
"(9705053, 1213)",1
"(9207, 1071)",1
"(9811168, 109173)",1
"(9906064, 111183)",1
"(9805041, 2189)",1
"(6209, 5073)",1
"(9612129, 11154)",1
"(9906194, 1071)",1
"(9602070, 107263)",1
"(9605184, 7170)",1
"(109126, 106162)",1
"(5178, 2186)",1
"(9808032, 106237)",1
"(106117, 9047)",1
"(9406206, 4120)",1
"(9505027, 7152)",1
"(105127, 10090)",1
"(9910192, 4179)",1
"(9908142, 9233)",1
"(106005, 1199)",1
"(9802045, 110274)",1
"(9912212, 9901077)",1
"(109162, 1213)",1
"(9803249, 109195)",1
"(9808017, 107032)",1
"(9207091, 2228)",1
"(3131, 3006)",1
"(9903214, 109127)",1
"(9808075, 11193)",1
"(102174, 11033)",1
"(9807076, 110283)",1
"(9703128, 5238)",0
"(105006, 8186)",1
"(9907001, 12134)",1
"(9901101, 6176)",1
"(9911055, 4067)",1
"(108158, 106159)",1
"(12251, 105145)",0
"(9910054, 9608109)",1
"(107056, 104092)",1
"(9064, 2091)",1
"(104026, 101013)",1
"(9408074, 12242)",1
"(9905111, 111222)",1
"(9803132, 106083)",1
"(9904054, 6204)",1
"(9601038, 11193)",1
"(105311, 104153)",1
"(109017, 11075)",0
"(9912072, 107147)",1
"(9810126, 5213)",1
"(9607180, 1087)",0
"(9506001, 12251)",0
"(9804139, 2150)",1
"(109197, 105101)",1
"(9808049, 105029)",1
"(9610193, 7119)",1
"(9904010, 11182)",1
"(9507117, 7128)",0
"(9902095, 108140)",1
"(9210013, 12062)",1
"(9707235, 111261)",1
"(9905111, 7067)",1
"(9907209, 104009)",1
"(9805114, 101026)",1
"(101041, 6162)",1
"(9806216, 2226)",1
"(103230, 9106)",1
"(9703102, 2016)",1
"(9607151, 4087)",1
"(108101, 1087)",0
"(9705128, 108128)",1
"(9909130, 2132)",1
"(9812005, 6144)",1
"(107108, 101198)",1
"(9612115, 107116)",1
"(10016, 3031)",1
"(4104, 2084)",1
"(9611050, 112088)",1
"(11029, 9002)",1
"(111064, 103179)",1
"(9809147, 12042)",1
"(9205052, 8015)",1
"(9605024, 102199)",1
"(9711200, 106200)",1
"(9610156, 106045)",1
"(9907200, 9168)",1
"(105098, 11033)",1
"(105019, 12195)",1
"(9809033, 104169)",1
"(9912030, 11285)",1
"(9506001, 111239)",0
"(101003, 8133)",1
"(9907209, 105320)",1
"(104143, 5031)",1
"(9811230, 112040)",1
"(111212, 104202)",1
"(9706089, 4188)",1
"(9606130, 103064)",1
"(110069, 104236)",1
"(9806110, 5229)",1
"(9807184, 108101)",0
"(112174, 107036)",1
"(9804123, 111284)",1
"(9912249, 112169)",1
"(104037, 103067)",1
"(9811168, 1133)",1
"(12106, 1113)",1
"(9906201, 111082)",1
"(9404071, 5288)",1
"(9808146, 7036)",1
"(104044, 1071)",1
"(110299, 3074)",1
"(111127, 7203)",1
"(9702141, 9026)",1
"(9312081, 7073)",1
"(9907152, 11282)",1
"(9803067, 101040)",1
"(105094, 11079)",1
"(9806021, 9126)",1
"(9908018, 12076)",1
"(105305, 101220)",1
"(9711162, 105085)",1
"(9603031, 101074)",1
"(6235, 6062)",1
"(9806217, 106151)",1
"(6041, 4040)",1
"(9708097, 2017)",1
"(9901050, 6024)",1
"(9511222, 6204)",1
"(9509080, 107059)",1
"(9803002, 10166)",1
"(9807078, 10226)",1
"(9904073, 3102)",1
"(9505150, 11227)",1
"(106117, 8081)",1
"(9906064, 2117)",1
"(9911116, 103085)",1
"(9908025, 11109)",1
"(109195, 3176)",1
"(9406217, 12199)",1
"(9806104, 2188)",1
"(10222, 3263)",1
"(9912239, 8194)",1
"(9910196, 3231)",1
"(9909072, 9908036)",1
"(9512031, 106120)",1
"(9802150, 3100)",1
"(9912210, 9903196)",1
"(9907216, 4111)",1
"(9604174, 12251)",0
"(104177, 7239)",1
"(9505105, 3198)",1
"(9806095, 9226)",1
"(9802109, 6022)",1
"(107051, 104041)",1
"(9904126, 110020)",1
"(9810230, 109052)",1
"(10271, 10207)",1
"(9911116, 5111)",1
"(9803144, 101036)",1
"(9805157, 6215)",1
"(9710009, 11094)",1
"(9610234, 4049)",1
"(9606165, 1212)",1
"(9909030, 104054)",1
"(9710063, 107061)",1
"(105024, 103085)",1
"(9807113, 3211)",1
"(9306002, 106223)",1
"(9811150, 9092)",1
"(9911040, 3042)",1
"(12200, 5040)",1
"(9604126, 103196)",1
"(9403183, 11107)",1
"(9802041, 5236)",1
"(105160, 7120)",1
"(9504147, 111004)",1
"(9911091, 4027)",1
"(110136, 9105)",1
"(9704117, 10006)",1
"(9904003, 10098)",1
"(9512059, 5160)",1
"(105311, 103256)",1
"(108205, 7018)",1
"(9903077, 5208)",1
"(106055, 105096)",1
"(9901146, 7078)",1
"(9901017, 7223)",1
"(9410093, 103199)",1
"(104167, 103069)",1
"(9908151, 9158)",1
"(9710206, 7212)",1
"(101011, 10154)",1
"(110286, 4097)",1
"(9810185, 12145)",1
"(9803235, 110286)",1
"(9603133, 6191)",1
"(9905177, 105160)",1
"(109070, 12054)",1
"(9908056, 9098)",1
"(9711165, 12234)",1
"(9809057, 9226)",1
"(109176, 103168)",1
"(8239, 4123)",1
"(9802039, 110054)",1
"(109209, 104017)",1
"(9705062, 9504046)",0
"(108172, 4109)",1
"(9809039, 110247)",1
"(9804087, 1214)",1
"(9802064, 5083)",1
"(9907126, 3059)",1
"(9802183, 3085)",1
"(9912122, 9808004)",1
"(9911190, 10279)",1
"(9604091, 11047)",1
"(108152, 3129)",1
"(9906242, 2129)",1
"(104037, 12136)",1
"(107081, 11269)",1
"(9509125, 3246)",1
"(109209, 11095)",1
"(9607139, 110121)",1
"(9806230, 10258)",1
"(9703166, 4092)",1
"(111093, 110169)",1
"(9910053, 10105)",1
"(9903238, 103108)",1
"(9806042, 5219)",1
"(9911139, 6025)",1
"(9911034, 9607076)",1
"(106048, 7043)",1
"(9908064, 1212)",1
"(104217, 3180)",1
"(102076, 7043)",1
"(9706175, 107057)",1
"(9706021, 105081)",1
"(9809057, 4198)",1
"(9906064, 6203)",1
"(9805129, 107028)",1
"(12249, 7044)",1
"(9601038, 112065)",1
"(10016, 9038)",1
"(9611008, 5026)",1
"(9806003, 4121)",1
"(9909134, 106092)",1
"(9812219, 103150)",1
"(9503124, 7170)",1
"(106048, 103165)",1
"(9904018, 3069)",1
"(9904191, 101225)",1
"(112023, 109115)",1
"(9802150, 7200)",1
"(9905111, 110062)",1
"(9204060, 2240)",1
"(9410114, 104031)",1
"(9907166, 8205)",1
"(112203, 9103)",1
"(9509066, 4087)",1
"(9703030, 9242)",1
"(9911253, 9203070)",1
"(110031, 109198)",1
"(7128, 8158)",0
"(9802088, 4198)",1
"(9603004, 3198)",1
"(9803103, 110084)",1
"(9606122, 111048)",1
