edges
"(9612226, 9612111)"
"(9803073, 9803071)"
"(9510026, 9306079)"
"(9902126, 9211068)"
"(9608125, 9201020)"
"(9805198, 9203036)"
"(9412152, 9410121)"
"(9910087, 9410159)"
"(9603114, 9303140)"
"(9806211, 9310132)"
"(9811070, 9701160)"
"(9608063, 9511098)"
"(9505187, 9303157)"
"(9904104, 9501033)"
"(9808108, 9803263)"
"(9904104, 9201020)"
"(9707069, 9606030)"
"(9912261, 9211036)"
"(9404093, 9206063)"
"(9807241, 9710105)"
"(9512085, 9410042)"
"(9512129, 9307030)"
"(9803071, 9705202)"
"(9904064, 9706036)"
"(9910067, 9408112)"
"(9910119, 9612236)"
"(9602117, 9602058)"
"(9811012, 9410121)"
"(9910156, 9905176)"
"(9701168, 9504161)"
"(9704110, 9610209)"
"(9508045, 9211068)"
"(9801008, 9512085)"
"(9612151, 9405018)"
"(9709066, 9302109)"
"(9704110, 9401154)"
"(9812051, 9310132)"
"(9905092, 9610237)"
"(9711061, 9606030)"
"(9910087, 9707086)"
"(9811004, 9612190)"
"(9912024, 9601050)"
"(9803071, 9506033)"
"(9302109, 2114)"
"(9904104, 9203037)"
"(9802019, 9506163)"
"(9910136, 9605132)"
"(9310132, 9211045)"
"(9803073, 9306013)"
"(9701096, 9307078)"
"(9803249, 9404015)"
"(9902126, 9612042)"
"(9910156, 9610209)"
"(9603200, 9601050)"
"(9803263, 9705202)"
"(9804200, 9801004)"
"(9910136, 9203036)"
"(9804200, 9705024)"
"(9704110, 9701095)"
"(9911112, 9612042)"
"(9504161, 9402107)"
"(9912226, 9704001)"
"(9410126, 9211079)"
"(9712119, 9203037)"
"(9603169, 9306013)"
"(9805092, 9306079)"
"(9511140, 9212129)"
"(9910091, 9307078)"
"(9905038, 9704043)"
"(9503209, 9410042)"
"(9412056, 9410195)"
"(9809061, 9405072)"
"(9511143, 9503227)"
"(9805198, 9511143)"
"(9507143, 9312036)"
"(9512210, 9207015)"
"(9905092, 9306103)"
"(9803206, 9503097)"
"(9803231, 9305122)"
"(9912226, 2114)"
"(9701101, 9603114)"
"(9903048, 9206063)"
"(9801115, 9306013)"
"(9910091, 9305005)"
"(9805092, 9404093)"
"(9407154, 9212129)"
"(9511143, 9502037)"
"(9412152, 9404093)"
"(9812217, 9803249)"
"(9902149, 9506033)"
"(9805156, 9208047)"
"(9601135, 9303157)"
"(9410198, 9404015)"
"(9405189, 9206028)"
"(9605054, 9203037)"
"(9605054, 9307030)"
"(9910007, 9409184)"
"(9911112, 9201020)"
"(9903129, 9610037)"
"(9902099, 9503169)"
"(9803263, 9608063)"
"(9610037, 9605112)"
"(9912107, 9507143)"
"(9808108, 9504161)"
"(9408112, 9407135)"
"(9803262, 9407022)"
"(9910061, 9303140)"
"(9903048, 9604096)"
"(9805156, 9503181)"
"(9801058, 9603200)"
"(9703210, 9408084)"
"(9503169, 9211068)"
"(9910071, 9503181)"
"(9811070, 9809164)"
"(9712207, 9402107)"
"(9909133, 9412152)"
"(9612236, 9505083)"
"(9910119, 9503169)"
"(9606030, 9312036)"
"(9708163, 9306103)"
"(9511098, 9505187)"
"(9707086, 9701101)"
"(9703113, 9211036)"
"(9406047, 9404081)"
"(9804143, 9509099)"
"(9803231, 9509142)"
"(9904216, 9606030)"
"(9609015, 9409184)"
"(9404093, 9210071)"
"(9606030, 9412227)"
"(9805156, 9611202)"
"(9808108, 9703210)"
"(9410042, 9307059)"
"(9808041, 9806138)"
"(9811012, 9707069)"
"(9809147, 9511098)"
"(9502037, 9404015)"
"(9503209, 9212129)"
"(9704043, 9304008)"
"(9902099, 9404135)"
"(9707217, 9409184)"
"(9704001, 9603184)"
"(9712207, 9509099)"
"(9910136, 9606030)"
"(9507150, 9306028)"
"(9902126, 9206063)"
"(9701160, 9404135)"
"(9902149, 9505083)"
"(9705202, 9512095)"
"(9612236, 9605052)"
"(9707237, 9607234)"
"(9812051, 9610037)"
"(9707086, 9411158)"
"(9605216, 9307030)"
"(9805092, 9503209)"
"(9709066, 9709063)"
"(9803231, 9501070)"
"(9503209, 9304008)"
"(9608063, 9603184)"
"(9902150, 9803262)"
"(9706036, 9201020)"
"(9709066, 9511098)"
"(9404135, 9211068)"
"(9707086, 9610062)"
"(9902149, 9201020)"
"(9701047, 9412056)"
"(9704110, 9203037)"
"(9605109, 9508024)"
"(9601050, 9412056)"
"(9512095, 9308136)"
"(9508024, 9208047)"
"(9808041, 9210071)"
"(9905092, 9410042)"
"(9912107, 9612151)"
"(9809061, 9208047)"
"(9612236, 9506033)"
"(9712207, 9211079)"
"(9908128, 9803231)"
"(9811004, 9607104)"
"(9803262, 9705202)"
"(9904209, 9506033)"
"(9704110, 9610237)"
"(9506136, 9407135)"
"(9910067, 9903048)"
"(9605089, 9601050)"
"(9701101, 9506149)"
"(9306079, 9206063)"
"(9707148, 9506149)"
"(9910067, 9608057)"
"(9909133, 9511058)"
"(9508024, 9503181)"
"(9909052, 9606030)"
"(9811012, 9711061)"
"(9904209, 9501070)"
"(9605052, 9503097)"
"(9803231, 9603114)"
"(9805156, 9604096)"
"(9707069, 9201020)"
"(9505026, 9307078)"
"(9902149, 9703057)"
"(9408112, 9306103)"
"(9811004, 9605089)"
"(9904209, 9801004)"
"(9711203, 9302109)"
"(9608125, 9606030)"
"(9910091, 9301042)"
"(9910007, 9207015)"
"(9809010, 9504161)"
"(9503079, 9310132)"
"(9909114, 9803224)"
"(9608036, 9309030)"
"(9609106, 9404015)"
"(9903129, 9506149)"
"(9605132, 9503097)"
"(9801008, 9505026)"
"(9805026, 9602058)"
"(9902192, 9610209)"
"(9902126, 9605089)"
"(9905092, 9801004)"
"(9611202, 9508045)"
"(9412056, 9405026)"
"(9707069, 9412152)"
"(9909059, 9306013)"
"(9605012, 9506149)"
"(9904064, 9811070)"
"(9512210, 9308136)"
"(9502037, 9309030)"
"(9904208, 9506163)"
"(9912261, 9302109)"
"(9512129, 9310132)"
"(9308136, 9307129)"
"(9602117, 9503044)"
"(9509099, 9303140)"
"(9902149, 9306028)"
"(9502037, 9210071)"
"(9701047, 9604072)"
"(9207001, 9206028)"
"(9910127, 9610209)"
"(9911094, 9703204)"
"(9803262, 9701168)"
"(9904216, 9808108)"
"(9912024, 9504161)"
"(9311157, 9206028)"
"(9411075, 9402107)"
"(9902150, 9902149)"
"(9405189, 9304008)"
"(9904209, 9604072)"
"(9803263, 9203037)"
"(9603156, 9210071)"
"(9910156, 9402107)"
"(9311019, 2114)"
"(9310140, 9310083)"
"(9701096, 9308136)"
"(9912261, 9311157)"
"(9910087, 9709066)"
"(9809164, 9408112)"
"(9904216, 9311052)"
"(9909133, 9807241)"
"(9709080, 9605132)"
"(9602117, 9306103)"
"(9408112, 9305005)"
"(9908146, 9704043)"
"(9612226, 9404081)"
"(9610209, 9306079)"
"(9612226, 9302109)"
"(9504161, 9410042)"
"(9808095, 9407022)"
"(9705202, 9610062)"
"(9511033, 9412056)"
"(9912261, 9709080)"
"(9511033, 9503181)"
"(9807241, 9803231)"
"(9806211, 9801008)"
"(9606030, 9603156)"
"(9803224, 9605012)"
"(9803263, 9201020)"
"(9410126, 9403132)"
"(9605216, 9604096)"
"(9811070, 9410159)"
"(9605012, 9505187)"
"(9910183, 9910156)"
"(9706036, 9610037)"
"(9910007, 9605052)"
"(9609106, 9208047)"
"(9804143, 9409184)"
"(9501039, 9310083)"
"(9608036, 9410159)"
"(9707217, 9505187)"
"(9304008, 9302109)"
"(9605012, 9307078)"
"(9707086, 9411075)"
"(9705024, 9302109)"
"(9701101, 9409184)"
"(9410198, 9310083)"
"(9902192, 9309030)"
"(9612093, 9203037)"
"(9806170, 9310132)"
"(9911112, 9212129)"
"(9901136, 9701027)"
"(9802019, 9602058)"
"(9905039, 9406047)"
"(9508122, 9203036)"
"(9809061, 9803092)"
"(9608125, 9605132)"
"(9902126, 9811232)"
"(9908128, 9808095)"
"(9705202, 9512210)"
"(9803025, 9801004)"
"(9909133, 9501033)"
"(9705202, 9608190)"
"(9902101, 9512210)"
"(9803263, 9212129)"
"(9910007, 9506163)"
"(9707148, 9408084)"
"(9904209, 9701095)"
"(9811232, 9710105)"
"(9811004, 9602058)"
"(9912107, 9612226)"
"(9811070, 9403132)"
"(9409166, 9311041)"
"(9610062, 9410042)"
"(9905039, 9503101)"
"(9904104, 9507143)"
"(9803262, 9506163)"
"(9803249, 9503044)"
"(9804029, 9404135)"
"(9712119, 9406047)"
"(9709066, 9503079)"
"(9912107, 9310083)"
"(9711061, 9503101)"
"(9709066, 9704110)"
"(9803231, 9503181)"
"(9801058, 9801004)"
"(9910067, 9701101)"
"(9709066, 9404093)"
"(9803263, 9603200)"
"(9910119, 9903048)"
"(9512129, 9408084)"
"(9905092, 9904064)"
"(9803231, 9803073)"
"(9707217, 9506149)"
"(9905176, 9811070)"
"(9910136, 9511143)"
"(9606030, 9508024)"
"(9903129, 9808108)"
"(9902101, 9811070)"
"(9911065, 9508045)"
"(9902099, 9806211)"
"(9805198, 9704021)"
"(9805156, 9406047)"
"(9404135, 9401154)"
"(9908128, 9512085)"
"(9909133, 9503181)"
"(9405027, 9307030)"
"(9504161, 9306103)"
"(9910156, 9910061)"
"(9709066, 9408112)"
"(9507052, 9404186)"
"(9503181, 9405027)"
"(9905092, 9506033)"
"(9511143, 9511033)"
"(9707148, 9704082)"
"(9612225, 9211068)"
"(9409044, 9304008)"
"(9808108, 9808041)"
"(9903048, 9410159)"
"(9701168, 9507052)"
"(9601135, 9507052)"
"(9701101, 9603169)"
"(9803262, 9704001)"
"(9909133, 9803031)"
"(9905092, 9807241)"
"(9711061, 9410042)"
"(9509099, 9404135)"
"(9801115, 9610062)"
"(9503209, 9412143)"
"(9309030, 9211036)"
"(9507052, 9206028)"
"(9905092, 9402107)"
"(9810163, 9704110)"
"(9806138, 9804200)"
"(9910067, 9505026)"
"(9803174, 9607234)"
"(9904104, 9308136)"
"(9901136, 9307030)"
"(9412227, 9307078)"
"(9804200, 9203036)"
"(9902126, 9610083)"
"(9905092, 9608063)"
"(9901023, 9608190)"
"(9803071, 9704001)"
"(9903048, 9407022)"
"(9508045, 9306028)"
"(9905038, 9809061)"
"(9910136, 9801115)"
"(9801008, 9701047)"
"(9610037, 9411075)"
"(9704110, 9210075)"
"(9910091, 9503101)"
"(9306034, 9306013)"
"(9908128, 9408112)"
"(9810163, 9508024)"
"(9912261, 9706036)"
"(9910136, 9410159)"
"(9910091, 9404015)"
"(9810163, 9603009)"
"(9503079, 9501033)"
"(9503169, 9401154)"
"(9701098, 2114)"
"(9806138, 9711061)"
"(9409044, 9206028)"
"(9211133, 9203036)"
"(9903048, 9612151)"
"(9911112, 9704001)"
"(9606076, 9211068)"
"(9605012, 9603169)"
"(9608125, 9603200)"
"(9705161, 9503101)"
"(9411196, 9305122)"
"(9910061, 9812051)"
"(9701047, 9206028)"
"(9806170, 9211079)"
"(9311157, 9207015)"
"(9507079, 9304008)"
"(9803263, 9311041)"
"(9806138, 9303157)"
"(9805156, 9605052)"
"(9612093, 9207015)"
"(9911065, 9902149)"
"(9803206, 9211036)"
"(9603009, 9407022)"
"(9603114, 9508024)"
"(9902126, 9601135)"
"(9910156, 9812253)"
"(9811004, 9611052)"
"(9910087, 9604072)"
"(9912226, 9811012)"
"(9707237, 9701096)"
"(9909114, 9301042)"
"(9608190, 9412143)"
"(9804200, 9210071)"
"(9603184, 9503044)"
"(9410042, 9405018)"
"(9803206, 9512129)"
"(9911112, 9602058)"
"(9311157, 9308136)"
"(9912107, 9210071)"
"(9712207, 9604072)"
"(9803262, 9707237)"
"(9508122, 9211079)"
"(9603114, 9404093)"
"(9709063, 9501033)"
"(9509099, 9408112)"
"(9306079, 9211068)"
"(9806211, 9611202)"
"(9502076, 9312036)"
"(9909133, 9611202)"
"(9407135, 9404135)"
"(9410195, 9203036)"
"(9911094, 9605132)"
"(9804200, 9605109)"
"(9704110, 9412152)"
"(9303157, 9203037)"
"(9607234, 9510026)"
"(9810163, 9804143)"
"(9707217, 9610037)"
"(9911112, 9604072)"
"(9603184, 9509142)"
"(9910087, 9407135)"
"(9803263, 9611202)"
"(9512129, 9506149)"
"(9503169, 9403132)"
"(9912261, 9512129)"
"(9701160, 9307035)"
"(9803249, 9701027)"
"(9511033, 9307030)"
"(9606076, 9307078)"
"(9410159, 9310183)"
"(9712207, 9305005)"
"(9803231, 9304008)"
"(9612226, 9211036)"
"(9701095, 9612236)"
"(9910087, 9801004)"
"(9909133, 9709220)"
"(9905092, 9503181)"
"(9812051, 9208047)"
"(9811070, 9510026)"
"(9803263, 9210071)"
"(9511098, 9506033)"
"(9910071, 9809147)"
"(9901023, 9303157)"
"(9612225, 9305122)"
"(9801058, 9801008)"
"(9511098, 9412152)"
"(9812217, 9612093)"
"(9508045, 9401154)"
"(9308136, 9205090)"
"(9912261, 9910091)"
"(9904104, 9704001)"
"(9603009, 9503181)"
"(9905092, 9404015)"
"(9808108, 9404135)"
"(9902189, 9511098)"
"(9812217, 9507052)"
"(9703113, 9701047)"
"(9709063, 9506163)"
"(9612151, 9502037)"
"(9902189, 9302109)"
"(9512095, 9310083)"
"(9512085, 9306028)"
"(9707148, 9211068)"
"(9904208, 9606030)"
"(9803073, 9303157)"
"(9304008, 9205090)"
"(9603009, 9208047)"
"(9404015, 9302109)"
"(9805198, 9409184)"
"(9803249, 9306028)"
"(9902192, 9812217)"
"(9801004, 9701047)"
"(9710105, 9701160)"
"(9602058, 9306013)"
"(9407135, 9303157)"
"(9910007, 9809010)"
"(9707234, 9707086)"
"(9704021, 9610062)"
"(9603200, 9311157)"
"(9404135, 9306028)"
"(9603184, 9310083)"
"(9910127, 9704021)"
"(9905060, 9902126)"
"(9910127, 9502058)"
"(9803231, 9703057)"
"(9412056, 9405018)"
"(9803071, 9306103)"
"(9905038, 9704110)"
"(9701047, 9306028)"
"(9710105, 9704021)"
"(9809010, 9804200)"
"(9703210, 9306103)"
"(9711061, 9307078)"
"(9910127, 9703113)"
"(9612226, 9405026)"
"(9511098, 9306034)"
"(9801058, 9405159)"
"(9404015, 9211045)"
"(9911112, 9412056)"
"(9611052, 9307035)"
"(9703166, 9605012)"
"(9902192, 9308136)"
"(9706036, 9704001)"
"(9704043, 9505187)"
"(9704001, 9507150)"
"(9203037, 9201056)"
"(9603184, 9603169)"
"(9708163, 9304008)"
"(9501039, 9201020)"
"(9601135, 9306013)"
"(9707086, 9501039)"
"(9904209, 9605132)"
"(9608057, 9206063)"
"(9804200, 9402107)"
"(9509142, 9411075)"
"(9803092, 9710105)"
"(9307059, 9211068)"
"(9912226, 9701160)"
"(9503227, 9206028)"
"(9907081, 9605052)"
"(9707234, 9610209)"
"(9612225, 9308136)"
"(9507052, 9203036)"
"(9612226, 9410126)"
"(9712207, 9206063)"
"(9310132, 9304049)"
"(9506163, 9502037)"
"(9305122, 9302109)"
"(9306028, 9304096)"
"(9612236, 9611052)"
"(9612225, 9606030)"
"(9803025, 9611202)"
"(9608190, 9201020)"
"(9903092, 9812051)"
"(9909133, 9902089)"
"(9804143, 9701168)"
"(9910136, 9407135)"
"(9805092, 9503079)"
"(9812051, 9501033)"
"(9703210, 9510026)"
"(9907081, 9208047)"
"(9803262, 9611202)"
"(9705161, 9310083)"
"(9412227, 9308136)"
"(9910156, 9502058)"
"(9502037, 9306028)"
"(9902149, 9210071)"
"(9612225, 9310083)"
"(9703210, 9403132)"
"(9805198, 9203037)"
"(9909133, 9509099)"
"(9904216, 9506163)"
"(9812051, 9512157)"
"(9912107, 9308136)"
"(9411158, 9307030)"
"(9909133, 9806138)"
"(9805156, 9501070)"
"(9707217, 9605089)"
"(9910091, 9310083)"
"(9311041, 9303140)"
"(9902189, 9806170)"
"(9709066, 9311157)"
"(9605132, 9511033)"
"(9512210, 9506163)"
"(9903048, 9704082)"
"(9811004, 9402107)"
"(9307059, 2114)"
"(9703210, 9210071)"
"(9405027, 9308136)"
"(9605089, 9310183)"
"(9909052, 9206028)"
"(9811070, 9511143)"
"(9907081, 9309030)"
"(9902101, 9608057)"
"(9912107, 9612042)"
"(9412143, 9412119)"
"(9907081, 9412143)"
"(9705161, 9410159)"
"(9412152, 9307035)"
"(9704001, 9503227)"
"(9605089, 9312036)"
"(9707086, 9504108)"
"(9711061, 9503044)"
"(9608063, 9505026)"
"(9809010, 9512210)"
"(9801058, 9506149)"
"(9909114, 9905211)"
"(9512095, 9304008)"
"(9803262, 9610037)"
"(9712207, 9401154)"
"(9910029, 9305122)"
"(9806138, 9608125)"
"(9709080, 9210075)"
"(9610062, 9412152)"
"(9902150, 9411075)"
"(9508122, 9407135)"
"(9809010, 9612093)"
"(9605052, 9409166)"
"(9503079, 9502058)"
"(9605216, 9510026)"
"(9812051, 9409184)"
"(9905176, 9704043)"
"(9512085, 9311052)"
"(9808095, 9703166)"
"(9811004, 9705202)"
"(9910136, 9203037)"
"(9712119, 9203036)"
"(9910061, 9804143)"
"(9503181, 9405018)"
"(9910087, 9211079)"
"(9211079, 9207001)"
"(9605052, 9512085)"
"(9503101, 9412227)"
"(9803249, 9801008)"
"(9909133, 9905056)"
"(9910127, 9210075)"
"(9910029, 9210071)"
"(9904209, 9902089)"
"(9404135, 9206063)"
"(9910007, 9612042)"
"(9902189, 9704110)"
"(9909133, 9604026)"
"(9306079, 9208047)"
"(9902192, 2114)"
"(9904209, 9611202)"
"(9512095, 9206028)"
"(9910156, 9811012)"
"(9704043, 9603169)"
"(9612093, 9401154)"
"(9905060, 9607234)"
"(9912107, 9404015)"
"(9902189, 9803071)"
"(9611115, 9605132)"
"(9409166, 9304008)"
"(9610209, 9603156)"
"(9909114, 9511058)"
"(9802019, 9606030)"
"(9902149, 9807241)"
"(9808041, 9605089)"
"(9911065, 9805156)"
"(9911094, 9311052)"
"(9806138, 9306013)"
"(9712207, 9605109)"
"(9706036, 9612226)"
"(9808095, 9404186)"
"(9805198, 9503181)"
"(9610062, 9505083)"
"(9903048, 9610237)"
"(9509142, 9306013)"
"(9505187, 9302109)"
"(9910119, 9803025)"
"(9803073, 9606076)"
"(9704021, 9507052)"
"(9912107, 9810163)"
"(9401154, 9303140)"
"(9307035, 9212129)"
"(9812217, 9609214)"
"(9910071, 9406047)"
"(9803231, 9507143)"
"(9610209, 9601050)"
"(9412143, 9411196)"
"(9509099, 9412119)"
"(9404093, 9306028)"
"(9604072, 9410195)"
"(9805198, 9208047)"
"(9804200, 9301042)"
"(9507079, 9210071)"
"(9808108, 9605012)"
"(9803206, 9504161)"
"(9910071, 9503101)"
"(9704043, 9203037)"
"(9911112, 9703113)"
"(9703210, 9206063)"
"(9603114, 9311157)"
"(9703113, 9602039)"
"(9605109, 9408112)"
"(9905092, 9406047)"
"(9910156, 9403132)"
"(9704043, 9611052)"
"(9409166, 2114)"
"(9605216, 9212129)"
"(9912226, 9803206)"
"(9610062, 9406047)"
"(9208047, 9205090)"
"(9902149, 9803174)"
"(9903048, 9311041)"
"(9509142, 9307035)"
"(9409044, 2114)"
"(9610062, 9309030)"
"(9711061, 9703204)"
"(9410126, 9208047)"
"(9904209, 9601164)"
"(9803073, 9603146)"
"(9707148, 9510026)"
"(9703210, 9503101)"
"(9304096, 9304008)"
"(9910071, 9412056)"
"(9503181, 9303157)"
"(9712207, 9611052)"
"(9603200, 9504161)"
"(9805198, 9608063)"
"(9707217, 9605052)"
"(9803073, 9508122)"
"(9902150, 9803263)"
"(9707217, 9311041)"
"(9609015, 9210071)"
"(9503079, 9301042)"
"(9806170, 9608063)"
"(9910119, 9902192)"
"(9512129, 9211068)"
"(9709080, 9306028)"
"(9905203, 9602058)"
"(9905092, 9803092)"
"(9909133, 9709066)"
"(9704001, 9505026)"
"(9806211, 9605132)"
"(9909059, 9411075)"
"(9905092, 9902099)"
"(9803231, 9704082)"
"(9804200, 9212129)"
"(9507052, 9410042)"
"(9708163, 9307030)"
"(9607104, 9404135)"
"(9304096, 9211079)"
"(9704043, 9607104)"
"(9803262, 9403132)"
"(9707148, 9608063)"
"(9601135, 9302109)"
"(9710105, 9505083)"
"(9707237, 9605216)"
"(9801008, 9610062)"
"(9909114, 9503181)"
"(9812217, 9502037)"
"(9303140, 9212129)"
"(9501039, 9410159)"
"(9707086, 9612093)"
"(9605089, 9306079)"
"(9701098, 9310083)"
"(9910127, 9505083)"
"(9701098, 9203036)"
"(9411196, 9206028)"
"(9804143, 9611202)"
"(9703166, 9607234)"
"(9610237, 9512095)"
"(9912261, 9508045)"
"(9610037, 9306013)"
"(9603156, 9602058)"
"(9605216, 9603114)"
"(9912226, 9612226)"
"(9910119, 9211036)"
"(9910119, 9706036)"
"(9801115, 9701047)"
"(9704110, 9506149)"
"(9701096, 9210071)"
"(9809010, 9709080)"
"(9909133, 9805092)"
"(9704082, 9303140)"
"(9605012, 9604096)"
"(9905060, 9511098)"
"(9605089, 9410195)"
"(9506033, 9410198)"
"(9603156, 9308136)"
"(9610209, 9608190)"
"(9707217, 9412143)"
"(9707148, 9304008)"
"(9607104, 9311157)"
"(9412056, 9404135)"
"(9910156, 9609056)"
"(9809164, 9612236)"
"(9612093, 9409184)"
"(9712207, 9408171)"
"(9412056, 9405027)"
"(9809164, 9805156)"
"(9607234, 9601164)"
"(9701101, 9203037)"
"(9912024, 9507052)"
"(9812051, 9502058)"
"(9502058, 9306013)"
"(9602058, 9211036)"
"(9307078, 9302085)"
"(9604072, 9207001)"
"(9907081, 9212129)"
"(9709080, 9201020)"
"(9610209, 9603184)"
"(9912107, 9807241)"
"(9902126, 9306034)"
"(9711061, 9612151)"
"(9610037, 9608125)"
"(9603200, 9507052)"
"(9905152, 9707217)"
"(9803206, 9603009)"
"(9811004, 9208047)"
"(9905092, 9808108)"
"(9805156, 9601164)"
"(9902099, 9707148)"
"(9910007, 9501033)"
"(9707234, 9605132)"
"(9503227, 9406047)"
"(9407154, 9304008)"
"(9302085, 9212129)"
"(9405018, 9206028)"
"(9803263, 9203036)"
"(9811070, 9604096)"
"(9701160, 9701047)"
"(9604096, 9508024)"
"(9610209, 9409166)"
"(9611115, 9203037)"
"(9809061, 9606030)"
"(9910091, 9905152)"
"(9904104, 9304008)"
"(9612042, 9503227)"
"(9912107, 9407022)"
"(9907081, 9406047)"
"(9701027, 9404135)"
"(9912261, 9603009)"
"(9611202, 9409166)"
"(9609214, 9211079)"
"(9712207, 9208047)"
"(9605112, 9602058)"
"(9707217, 9701160)"
"(9905092, 9403132)"
"(9808095, 9503101)"
"(9311157, 9310132)"
"(9707217, 9603200)"
"(9410159, 9303157)"
"(9608057, 9309030)"
"(9508122, 9201020)"
"(9808108, 9605112)"
"(9909114, 9608063)"
"(9609214, 9602058)"
"(9811012, 9412227)"
"(9609122, 9312036)"
"(9812051, 9612190)"
"(9811012, 9603146)"
"(9704021, 9503227)"
"(9707234, 9308136)"
"(9411158, 9306028)"
"(9907140, 9312036)"
"(9707217, 9703166)"
"(9804143, 9608063)"
"(9806138, 9708163)"
"(9504161, 9412143)"
"(9904208, 9610209)"
"(9407135, 9405018)"
"(9812051, 2114)"
"(9712207, 9309030)"
"(9704110, 9410159)"
"(9812051, 9610083)"
"(9808095, 9803224)"
"(9605112, 9310083)"
"(9806211, 9306034)"
"(9803249, 9412056)"
"(9608036, 9310083)"
"(9311157, 9211079)"
"(9506136, 9412056)"
"(9507052, 9305122)"
"(9704021, 9605012)"
"(9612093, 9203036)"
"(9512085, 9210075)"
"(9904216, 9211068)"
"(9508122, 9203037)"
"(9503209, 9307030)"
"(9408112, 9210071)"
"(9910156, 9902099)"
"(9812051, 9501070)"
"(9712119, 9310083)"
"(9608036, 9306103)"
"(9905060, 9612236)"
"(9910029, 9604072)"
"(9910067, 9504161)"
"(9605089, 9605054)"
"(9904216, 9709066)"
"(9912107, 9701168)"
"(9603184, 9509099)"
"(9809010, 9707148)"
"(9806211, 9701027)"
"(9612226, 9512095)"
"(9606076, 9210071)"
"(9911112, 9607104)"
"(9803031, 9801058)"
"(9701027, 9303157)"
"(9609106, 9511143)"
"(9705161, 9510026)"
"(9904104, 9810163)"
"(9808095, 9310083)"
"(9307129, 9307030)"
"(9803231, 9709066)"
"(9909114, 9902101)"
"(9910061, 9909133)"
"(9803249, 9211068)"
"(9710105, 9608063)"
"(9404093, 9308136)"
"(9909114, 9905152)"
"(9910029, 9707086)"
"(9701027, 9504161)"
"(9910119, 9910087)"
"(9612236, 9506149)"
"(9912226, 9612151)"
"(9605216, 9408171)"
"(9506163, 9503097)"
"(9603009, 9501033)"
"(9701047, 9402107)"
"(9911094, 9610209)"
"(9608190, 9210075)"
"(9706049, 9512085)"
"(9907081, 9902189)"
"(9608190, 9410042)"
"(9903048, 9306028)"
"(9812051, 9701168)"
"(9705161, 9305122)"
"(9612226, 9303157)"
"(9605089, 9410126)"
"(9604072, 9603146)"
"(9804200, 9501033)"
"(9703210, 9404015)"
"(9605109, 9303140)"
"(9609056, 9408112)"
"(9809061, 9806138)"
"(9704110, 9409184)"
"(9809164, 9803262)"
"(9804200, 9201020)"
"(9910087, 9901023)"
"(9705202, 9306079)"
"(9411158, 9201020)"
"(9712119, 9306028)"
"(9512085, 9511058)"
"(9904208, 9309030)"
"(9503181, 9405026)"
"(9701096, 2114)"
"(9609015, 9506033)"
"(9608190, 9306103)"
"(9501039, 9407135)"
"(9910061, 9408112)"
"(9612225, 9410159)"
"(9610237, 9412119)"
"(9712207, 9704082)"
"(9910136, 9306028)"
"(9211079, 9205090)"
"(9909114, 9412152)"
"(9707237, 9303140)"
"(9505083, 9504161)"
"(9805026, 9309030)"
"(9410159, 9307129)"
"(9707217, 9203037)"
"(9808095, 9506149)"
"(9905060, 9704110)"
"(9701047, 9611202)"
"(9910087, 9704082)"
"(9410126, 9212129)"
"(9804200, 9203037)"
"(9905038, 9902126)"
"(9904209, 9604026)"
"(9804200, 9803206)"
"(9811012, 9803231)"
"(9910091, 9208047)"
"(9701168, 9605112)"
"(9303046, 9206063)"
"(9907081, 9611052)"
"(9803249, 9412143)"
"(9411075, 9305122)"
"(9803073, 9605112)"
"(9507150, 9406047)"
"(9601050, 9311041)"
"(9907081, 2114)"
"(9609106, 9412152)"
"(9910156, 9306028)"
"(9703204, 9701101)"
"(9910183, 9902149)"
"(9910091, 9803073)"
"(9904216, 9902101)"
"(9609214, 9412152)"
"(9903129, 9211068)"
"(9910091, 9503181)"
"(9909059, 9710105)"
"(9905092, 9511058)"
"(9711061, 9212129)"
"(9812051, 9401154)"
"(9404015, 9303046)"
"(9607234, 9605132)"
"(9707086, 9704110)"
"(9801004, 9708163)"
"(9705161, 9503181)"
"(9707086, 9512095)"
"(9605054, 9409184)"
"(9904208, 9406047)"
"(9905203, 9511143)"
"(9910061, 9905092)"
"(9410195, 9211079)"
"(9711061, 9305122)"
"(9909059, 9704043)"
"(9608125, 9603169)"
"(9608190, 9403132)"
"(9805156, 9605132)"
"(9609122, 9411075)"
"(9903129, 9505083)"
"(9910007, 9310083)"
"(9511143, 9404081)"
"(9612225, 9309030)"
"(9812051, 9803073)"
"(9604072, 9405189)"
"(9910127, 9410159)"
"(9912107, 9803174)"
"(9607104, 9504161)"
"(9601050, 9206063)"
"(9612093, 9403132)"
"(9910087, 9404015)"
"(9711061, 9603200)"
"(9803025, 9501033)"
"(9609015, 9502058)"
"(9910127, 9611202)"
"(9910071, 9612226)"
"(9607234, 9311041)"
"(9703210, 9603169)"
"(9902189, 9703210)"
"(9809061, 9503044)"
"(9704021, 9303157)"
"(9910007, 9602058)"
"(9303157, 9203036)"
"(9409044, 9310132)"
"(9905152, 9508045)"
"(9404135, 9211079)"
"(9707237, 9407154)"
"(9912024, 9411075)"
"(9701101, 9306034)"
"(9806170, 9408171)"
"(9605089, 9503079)"
"(9704001, 9612093)"
"(9503227, 9407135)"
"(9609106, 9604072)"
